Date,PCH,1D_PCH
08/30/1985,0.76336,.
09/02/1985,.,.
09/03/1985,.,1.55039
09/04/1985,1.55039,3.05344
09/05/1985,3.05344,0.00000
09/06/1985,0.00000,0.74074
09/09/1985,0.74074,1.47059
09/10/1985,1.47059,0.00000
09/11/1985,0.00000,-0.72464
09/12/1985,-0.72464,0.00000
09/13/1985,0.00000,0.72993
09/16/1985,0.72993,-1.44928
09/17/1985,-1.44928,0.00000
09/18/1985,0.00000,-4.41176
09/19/1985,-4.41176,3.84615
09/20/1985,3.84615,11.11111
09/23/1985,11.11111,0.66667
09/24/1985,0.66667,3.31126
09/25/1985,3.31126,-3.84615
09/26/1985,-3.84615,.
09/27/1985,.,.
09/30/1985,.,2.09790
10/01/1985,2.09790,0.00000
10/02/1985,0.00000,1.36986
10/03/1985,1.36986,2.70270
10/04/1985,2.70270,-4.60526
10/07/1985,-4.60526,-3.44828
10/08/1985,-3.44828,0.00000
10/09/1985,0.00000,-0.71429
10/10/1985,-0.71429,-0.71942
10/11/1985,-0.71942,.
10/14/1985,.,.
10/15/1985,.,0.00000
10/16/1985,0.00000,0.00000
10/17/1985,0.00000,0.00000
10/18/1985,0.00000,-0.73529
10/21/1985,-0.73529,-2.22222
10/22/1985,-2.22222,-1.51515
10/23/1985,-1.51515,-3.84615
10/24/1985,-3.84615,6.40000
10/25/1985,6.40000,3.00752
10/28/1985,3.00752,-5.83942
10/29/1985,-5.83942,0.00000
10/30/1985,0.00000,1.55039
10/31/1985,1.55039,-2.29008
11/01/1985,-2.29008,-0.78125
11/04/1985,-0.78125,-2.36220
11/05/1985,-2.36220,1.61290
11/06/1985,1.61290,-1.58730
11/07/1985,-1.58730,2.41935
11/08/1985,2.41935,.
11/11/1985,.,.
11/12/1985,.,-0.82645
11/13/1985,-0.82645,0.83333
11/14/1985,0.83333,4.13223
11/15/1985,4.13223,-3.96825
11/18/1985,-3.96825,0.00000
11/19/1985,0.00000,-2.47934
11/20/1985,-2.47934,-9.32203
11/21/1985,-9.32203,6.54206
11/22/1985,6.54206,1.75439
11/25/1985,1.75439,-0.86207
11/26/1985,-0.86207,-2.60870
11/27/1985,-2.60870,.
11/28/1985,.,.
11/29/1985,.,1.76991
12/02/1985,1.76991,0.86957
12/03/1985,0.86957,-1.72414
12/04/1985,-1.72414,0.87719
12/05/1985,0.87719,2.60870
12/06/1985,2.60870,-3.38983
12/09/1985,-3.38983,-0.87719
12/10/1985,-0.87719,6.19469
12/11/1985,6.19469,0.00000
12/12/1985,0.00000,3.33333
12/13/1985,3.33333,-6.45161
12/16/1985,-6.45161,-5.17241
12/17/1985,-5.17241,-2.72727
12/18/1985,-2.72727,2.80374
12/19/1985,2.80374,-6.36364
12/20/1985,-6.36364,3.88350
12/23/1985,3.88350,-1.86916
12/24/1985,-1.86916,.
12/25/1985,.,.
12/26/1985,.,-4.76190
12/27/1985,-4.76190,2.00000
12/30/1985,2.00000,0.00000
12/31/1985,0.00000,.
01/01/1986,.,.
01/02/1986,.,0.00000
01/03/1986,0.00000,0.98039
01/06/1986,0.98039,-5.82524
01/07/1986,-5.82524,7.21649
01/08/1986,7.21649,-3.84615
01/09/1986,-3.84615,3.00000
01/10/1986,3.00000,7.76699
01/13/1986,7.76699,-0.90090
01/14/1986,-0.90090,-2.72727
01/15/1986,-2.72727,1.86916
01/16/1986,1.86916,-3.66972
01/17/1986,-3.66972,.
01/20/1986,.,.
01/21/1986,.,6.86275
01/22/1986,6.86275,-2.75229
01/23/1986,-2.75229,3.77358
01/24/1986,3.77358,-3.63636
01/27/1986,-3.63636,-2.83019
01/28/1986,-2.83019,0.97087
01/29/1986,0.97087,1.92308
01/30/1986,1.92308,2.83019
01/31/1986,2.83019,-3.66972
02/03/1986,-3.66972,-2.85714
02/04/1986,-2.85714,-3.92157
02/05/1986,-3.92157,3.06122
02/06/1986,3.06122,-4.95050
02/07/1986,-4.95050,-4.16667
02/10/1986,-4.16667,-3.26087
02/11/1986,-3.26087,-6.74157
02/12/1986,-6.74157,-4.81928
02/13/1986,-4.81928,-12.65823
02/14/1986,-12.65823,.
02/17/1986,.,.
02/18/1986,.,-5.88235
02/19/1986,-5.88235,-3.12500
02/20/1986,-3.12500,-11.29032
02/21/1986,-11.29032,-3.63636
02/24/1986,-3.63636,-3.77358
02/25/1986,-3.77358,-5.88235
02/26/1986,-5.88235,-10.41667
02/27/1986,-10.41667,-2.32558
02/28/1986,-2.32558,4.76190
03/03/1986,4.76190,25.00000
03/04/1986,25.00000,5.45455
03/05/1986,5.45455,13.79310
03/06/1986,13.79310,1.51515
03/07/1986,1.51515,-10.44776
03/10/1986,-10.44776,-8.33333
03/11/1986,-8.33333,-7.27273
03/12/1986,-7.27273,5.88235
03/13/1986,5.88235,0.00000
03/14/1986,0.00000,1.85185
03/17/1986,1.85185,9.09091
03/18/1986,9.09091,8.33333
03/19/1986,8.33333,-6.15385
03/20/1986,-6.15385,0.00000
03/21/1986,0.00000,-3.27869
03/24/1986,-3.27869,-1.69492
03/25/1986,-1.69492,-8.62069
03/26/1986,-8.62069,-15.09434
03/27/1986,-15.09434,.
03/28/1986,.,.
03/31/1986,.,2.12766
04/01/1986,2.12766,-10.41667
04/02/1986,-10.41667,9.30233
04/03/1986,9.30233,27.65957
04/04/1986,27.65957,1.66667
04/07/1986,1.66667,0.00000
04/08/1986,0.00000,13.11475
04/09/1986,13.11475,-5.79710
04/10/1986,-5.79710,-1.53846
04/11/1986,-1.53846,3.12500
04/14/1986,3.12500,4.54545
04/15/1986,4.54545,-14.49275
04/16/1986,-14.49275,0.00000
04/17/1986,0.00000,10.16949
04/18/1986,10.16949,-10.76923
04/21/1986,-10.76923,15.51724
04/22/1986,15.51724,2.98507
04/23/1986,2.98507,-10.14493
04/24/1986,-10.14493,8.06452
04/25/1986,8.06452,-7.46269
04/28/1986,-7.46269,-14.51613
04/29/1986,-14.51613,3.77358
04/30/1986,3.77358,9.09091
05/01/1986,9.09091,5.00000
05/02/1986,5.00000,0.00000
05/05/1986,0.00000,1.58730
05/06/1986,1.58730,-6.25000
05/07/1986,-6.25000,3.33333
05/08/1986,3.33333,1.61290
05/09/1986,1.61290,9.52381
05/12/1986,9.52381,-8.69565
05/13/1986,-8.69565,4.76190
05/14/1986,4.76190,-4.54545
05/15/1986,-4.54545,6.34921
05/16/1986,6.34921,4.47761
05/19/1986,4.47761,-7.14286
05/20/1986,-7.14286,7.69231
05/21/1986,7.69231,-2.85714
05/22/1986,-2.85714,-4.41176
05/23/1986,-4.41176,.
05/26/1986,.,.
05/27/1986,.,-5.08475
05/28/1986,-5.08475,14.28571
05/29/1986,14.28571,7.81250
05/30/1986,7.81250,18.84058
06/02/1986,18.84058,-14.63415
06/03/1986,-14.63415,8.57143
06/04/1986,8.57143,1.31579
06/05/1986,1.31579,-11.68831
06/06/1986,-11.68831,8.82353
06/09/1986,8.82353,-6.75676
06/10/1986,-6.75676,-10.14493
06/11/1986,-10.14493,8.06452
06/12/1986,8.06452,-13.43284
06/13/1986,-13.43284,-8.62069
06/16/1986,-8.62069,3.77358
06/17/1986,3.77358,1.81818
06/18/1986,1.81818,5.35714
06/19/1986,5.35714,-8.47458
06/20/1986,-8.47458,-3.70370
06/23/1986,-3.70370,-5.76923
06/24/1986,-5.76923,4.08163
06/25/1986,4.08163,0.00000
06/26/1986,0.00000,5.88235
06/27/1986,5.88235,0.00000
06/30/1986,0.00000,5.55556
07/01/1986,5.55556,-1.75439
07/02/1986,-1.75439,7.14286
07/03/1986,7.14286,.
07/04/1986,.,.
07/07/1986,.,-1.63934
07/08/1986,-1.63934,-3.33333
07/09/1986,-3.33333,0.00000
07/10/1986,0.00000,20.68966
07/11/1986,20.68966,-4.28571
07/14/1986,-4.28571,-10.44776
07/15/1986,-10.44776,1.66667
07/16/1986,1.66667,-6.55738
07/17/1986,-6.55738,5.26316
07/18/1986,5.26316,-3.33333
07/21/1986,-3.33333,3.44828
07/22/1986,3.44828,10.00000
07/23/1986,10.00000,3.03030
07/24/1986,3.03030,-2.94118
07/25/1986,-2.94118,16.66667
07/28/1986,16.66667,-9.09091
07/29/1986,-9.09091,5.71429
07/30/1986,5.71429,4.05405
07/31/1986,4.05405,1.29870
08/01/1986,1.29870,-1.28205
08/04/1986,-1.28205,5.19481
08/05/1986,5.19481,6.17284
08/06/1986,6.17284,-2.32558
08/07/1986,-2.32558,-9.52381
08/08/1986,-9.52381,-2.63158
08/11/1986,-2.63158,4.05405
08/12/1986,4.05405,1.29870
08/13/1986,1.29870,-1.28205
08/14/1986,-1.28205,1.29870
08/15/1986,1.29870,-1.28205
08/18/1986,-1.28205,-5.19481
08/19/1986,-5.19481,13.69863
08/20/1986,13.69863,6.02410
08/21/1986,6.02410,5.68182
08/22/1986,5.68182,3.22581
08/25/1986,3.22581,-1.04167
08/26/1986,-1.04167,-1.05263
08/27/1986,-1.05263,3.19149
08/28/1986,3.19149,4.12371
08/29/1986,4.12371,.
09/01/1986,.,.
09/02/1986,.,1.92308
09/03/1986,1.92308,-1.88679
09/04/1986,-1.88679,2.88462
09/05/1986,2.88462,0.93458
09/08/1986,0.93458,-2.77778
09/09/1986,-2.77778,2.85714
09/10/1986,2.85714,5.55556
09/11/1986,5.55556,5.26316
09/12/1986,5.26316,-5.00000
09/15/1986,-5.00000,0.87719
09/16/1986,0.87719,-5.21739
09/17/1986,-5.21739,5.50459
09/18/1986,5.50459,0.00000
09/19/1986,0.00000,-1.73913
09/22/1986,-1.73913,-0.88496
09/23/1986,-0.88496,-0.89286
09/24/1986,-0.89286,-0.90090
09/25/1986,-0.90090,-1.81818
09/26/1986,-1.81818,0.00000
09/29/1986,0.00000,-0.92593
09/30/1986,-0.92593,-1.86916
10/01/1986,-1.86916,1.90476
10/02/1986,1.90476,7.47664
10/03/1986,7.47664,-0.86957
10/06/1986,-0.86957,0.87719
10/07/1986,0.87719,4.34783
10/08/1986,4.34783,-1.66667
10/09/1986,-1.66667,1.69492
10/10/1986,1.69492,.
10/13/1986,.,.
10/14/1986,.,0.81301
10/15/1986,0.81301,0.00000
10/16/1986,0.00000,-4.03226
10/17/1986,-4.03226,0.00000
10/20/1986,0.00000,-1.68067
10/21/1986,-1.68067,-1.70940
10/22/1986,-1.70940,-2.60870
10/23/1986,-2.60870,0.00000
10/24/1986,0.00000,-1.78571
10/27/1986,-1.78571,0.90909
10/28/1986,0.90909,-1.80180
10/29/1986,-1.80180,-1.83486
10/30/1986,-1.83486,0.93458
10/31/1986,0.93458,0.00000
11/03/1986,0.00000,0.00000
11/04/1986,0.00000,-9.25926
11/05/1986,-9.25926,5.10204
11/06/1986,5.10204,1.94175
11/07/1986,1.94175,-8.57143
11/10/1986,-8.57143,.
11/11/1986,.,.
11/12/1986,.,1.03093
11/13/1986,1.03093,-2.04082
11/14/1986,-2.04082,-6.25000
11/17/1986,-6.25000,5.55556
11/18/1986,5.55556,3.15789
11/19/1986,3.15789,-5.10204
11/20/1986,-5.10204,3.22581
11/21/1986,3.22581,-4.16667
11/24/1986,-4.16667,0.00000
11/25/1986,0.00000,2.17391
11/26/1986,2.17391,.
11/27/1986,.,.
11/28/1986,.,-1.06383
12/01/1986,-1.06383,-7.52688
12/02/1986,-7.52688,3.48837
12/03/1986,3.48837,-3.37079
12/04/1986,-3.37079,2.32558
12/05/1986,2.32558,-2.27273
12/08/1986,-2.27273,0.00000
12/09/1986,0.00000,0.00000
12/10/1986,0.00000,2.32558
12/11/1986,2.32558,1.13636
12/12/1986,1.13636,-3.37079
12/15/1986,-3.37079,-3.48837
12/16/1986,-3.48837,-2.40964
12/17/1986,-2.40964,-1.23457
12/18/1986,-1.23457,1.25000
12/19/1986,1.25000,-1.23457
12/22/1986,-1.23457,-2.50000
12/23/1986,-2.50000,-1.28205
12/24/1986,-1.28205,.
12/25/1986,.,.
12/26/1986,.,2.56410
12/29/1986,2.56410,1.25000
12/30/1986,1.25000,8.64198
12/31/1986,8.64198,.
01/01/1987,.,.
01/02/1987,.,-4.54545
01/05/1987,-4.54545,-1.19048
01/06/1987,-1.19048,0.00000
01/07/1987,0.00000,1.20482
01/08/1987,1.20482,-2.38095
01/09/1987,-2.38095,3.65854
01/12/1987,3.65854,3.52941
01/13/1987,3.52941,-1.13636
01/14/1987,-1.13636,-1.14943
01/15/1987,-1.14943,-5.81395
01/16/1987,-5.81395,.
01/19/1987,.,.
01/20/1987,.,0.00000
01/21/1987,0.00000,2.38095
01/22/1987,2.38095,0.00000
01/23/1987,0.00000,5.81395
01/26/1987,5.81395,1.09890
01/27/1987,1.09890,-3.26087
01/28/1987,-3.26087,0.00000
01/29/1987,0.00000,-4.49438
01/30/1987,-4.49438,2.35294
02/02/1987,2.35294,0.00000
02/03/1987,0.00000,-2.29885
02/04/1987,-2.29885,2.35294
02/05/1987,2.35294,-6.89655
02/06/1987,-6.89655,-1.23457
02/09/1987,-1.23457,5.00000
02/10/1987,5.00000,-5.95238
02/11/1987,-5.95238,6.32911
02/12/1987,6.32911,1.19048
02/13/1987,1.19048,.
02/16/1987,.,.
02/17/1987,.,2.35294
02/18/1987,2.35294,3.44828
02/19/1987,3.44828,1.11111
02/20/1987,1.11111,-3.29670
02/23/1987,-3.29670,-2.27273
02/24/1987,-2.27273,-2.32558
02/25/1987,-2.32558,2.38095
02/26/1987,2.38095,-2.32558
02/27/1987,-2.32558,-1.19048
03/02/1987,-1.19048,1.20482
03/03/1987,1.20482,-2.38095
03/04/1987,-2.38095,-1.21951
03/05/1987,-1.21951,0.00000
03/06/1987,0.00000,-1.23457
03/09/1987,-1.23457,-1.25000
03/10/1987,-1.25000,0.00000
03/11/1987,0.00000,0.00000
03/12/1987,0.00000,1.26582
03/13/1987,1.26582,1.25000
03/16/1987,1.25000,-3.70370
03/17/1987,-3.70370,3.84615
03/18/1987,3.84615,2.46914
03/19/1987,2.46914,-1.20482
03/20/1987,-1.20482,1.21951
03/23/1987,1.21951,0.00000
03/24/1987,0.00000,-3.61446
03/25/1987,-3.61446,2.50000
03/26/1987,2.50000,2.43902
03/27/1987,2.43902,8.33333
03/30/1987,8.33333,6.59341
03/31/1987,6.59341,-3.09278
04/01/1987,-3.09278,2.12766
04/02/1987,2.12766,1.04167
04/03/1987,1.04167,0.00000
04/06/1987,0.00000,6.18557
04/07/1987,6.18557,-0.97087
04/08/1987,-0.97087,1.96078
04/09/1987,1.96078,-2.88462
04/10/1987,-2.88462,-1.98020
04/13/1987,-1.98020,10.10101
04/14/1987,10.10101,-0.91743
04/15/1987,-0.91743,4.62963
04/16/1987,4.62963,.
04/17/1987,.,.
04/20/1987,.,-3.50877
04/21/1987,-3.50877,-8.18182
04/22/1987,-8.18182,1.98020
04/23/1987,1.98020,-3.88350
04/24/1987,-3.88350,-12.12121
04/27/1987,-12.12121,-2.29885
04/28/1987,-2.29885,8.23529
04/29/1987,8.23529,-9.78261
04/30/1987,-9.78261,10.84337
05/01/1987,10.84337,-1.08696
05/04/1987,-1.08696,-6.59341
05/05/1987,-6.59341,8.23529
05/06/1987,8.23529,-2.17391
05/07/1987,-2.17391,-4.44444
05/08/1987,-4.44444,5.81395
05/11/1987,5.81395,-4.39560
05/12/1987,-4.39560,0.00000
05/13/1987,0.00000,4.59770
05/14/1987,4.59770,-6.59341
05/15/1987,-6.59341,-5.88235
05/18/1987,-5.88235,12.50000
05/19/1987,12.50000,-3.33333
05/20/1987,-3.33333,-6.89655
05/21/1987,-6.89655,0.00000
05/22/1987,0.00000,.
05/25/1987,.,.
05/26/1987,.,0.00000
05/27/1987,0.00000,-1.31579
05/28/1987,-1.31579,6.66667
05/29/1987,6.66667,-2.50000
06/01/1987,-2.50000,11.53846
06/02/1987,11.53846,-1.14943
06/03/1987,-1.14943,-4.65116
06/04/1987,-4.65116,2.43902
06/05/1987,2.43902,1.19048
06/08/1987,1.19048,0.00000
06/09/1987,0.00000,3.52941
06/10/1987,3.52941,-2.27273
06/11/1987,-2.27273,-5.81395
06/12/1987,-5.81395,0.00000
06/15/1987,0.00000,0.00000
06/16/1987,0.00000,0.00000
06/17/1987,0.00000,2.46914
06/18/1987,2.46914,2.40964
06/19/1987,2.40964,-4.70588
06/22/1987,-4.70588,-3.70370
06/23/1987,-3.70370,-1.28205
06/24/1987,-1.28205,1.29870
06/25/1987,1.29870,3.84615
06/26/1987,3.84615,6.17284
06/29/1987,6.17284,4.65116
06/30/1987,4.65116,2.22222
07/01/1987,2.22222,0.00000
07/02/1987,0.00000,.
07/03/1987,.,.
07/06/1987,.,1.09890
07/07/1987,1.09890,5.43478
07/08/1987,5.43478,2.06186
07/09/1987,2.06186,1.01010
07/10/1987,1.01010,2.00000
07/13/1987,2.00000,-0.98039
07/14/1987,-0.98039,4.95050
07/15/1987,4.95050,0.94340
07/16/1987,0.94340,-4.67290
07/17/1987,-4.67290,0.98039
07/20/1987,0.98039,0.97087
07/21/1987,0.97087,2.88462
07/22/1987,2.88462,2.80374
07/23/1987,2.80374,-4.54545
07/24/1987,-4.54545,-3.80952
07/27/1987,-3.80952,0.00000
07/28/1987,0.00000,-3.96040
07/29/1987,-3.96040,1.03093
07/30/1987,1.03093,5.10204
07/31/1987,5.10204,5.82524
08/03/1987,5.82524,0.00000
08/04/1987,0.00000,-2.75229
08/05/1987,-2.75229,1.88679
08/06/1987,1.88679,-6.48148
08/07/1987,-6.48148,1.98020
08/10/1987,1.98020,0.97087
08/11/1987,0.97087,0.96154
08/12/1987,0.96154,-5.71429
08/13/1987,-5.71429,-3.03030
08/14/1987,-3.03030,-2.08333
08/17/1987,-2.08333,8.51064
08/18/1987,8.51064,-0.98039
08/19/1987,-0.98039,-3.96040
08/20/1987,-3.96040,1.03093
08/21/1987,1.03093,-1.02041
08/24/1987,-1.02041,-3.09278
08/25/1987,-3.09278,-2.12766
08/26/1987,-2.12766,5.43478
08/27/1987,5.43478,4.12371
08/28/1987,4.12371,1.98020
08/31/1987,1.98020,3.88350
09/01/1987,3.88350,5.60748
09/02/1987,5.60748,-2.65487
09/03/1987,-2.65487,-5.45455
09/04/1987,-5.45455,.
09/07/1987,.,.
09/08/1987,.,0.96154
09/09/1987,0.96154,0.95238
09/10/1987,0.95238,-3.77358
09/11/1987,-3.77358,5.88235
09/14/1987,5.88235,5.55556
09/15/1987,5.55556,2.63158
09/16/1987,2.63158,-2.56410
09/17/1987,-2.56410,-5.26316
09/18/1987,-5.26316,3.70370
09/21/1987,3.70370,-5.35714
09/22/1987,-5.35714,2.83019
09/23/1987,2.83019,0.00000
09/24/1987,0.00000,-3.66972
09/25/1987,-3.66972,-0.95238
09/28/1987,-0.95238,0.00000
09/29/1987,0.00000,-0.96154
09/30/1987,-0.96154,0.97087
10/01/1987,0.97087,-4.80769
10/02/1987,-4.80769,4.04040
10/05/1987,4.04040,-3.88350
10/06/1987,-3.88350,-1.01010
10/07/1987,-1.01010,-15.30612
10/08/1987,-15.30612,12.04819
10/09/1987,12.04819,.
10/12/1987,.,.
10/13/1987,.,3.12500
10/14/1987,3.12500,-4.04040
10/15/1987,-4.04040,6.31579
10/16/1987,6.31579,20.79208
10/19/1987,20.79208,7.37705
10/20/1987,7.37705,6.87023
10/21/1987,6.87023,-13.57143
10/22/1987,-13.57143,0.82645
10/23/1987,0.82645,0.81967
10/26/1987,0.81967,2.43902
10/27/1987,2.43902,7.93651
10/28/1987,7.93651,0.00000
10/29/1987,0.00000,-4.41176
10/30/1987,-4.41176,-3.07692
11/02/1987,-3.07692,-1.58730
11/03/1987,-1.58730,0.80645
11/04/1987,0.80645,-2.40000
11/05/1987,-2.40000,-6.55738
11/06/1987,-6.55738,0.00000
11/09/1987,0.00000,3.50877
11/10/1987,3.50877,.
11/11/1987,.,.
11/12/1987,.,-3.53982
11/13/1987,-3.53982,-4.58716
11/16/1987,-4.58716,8.65385
11/17/1987,8.65385,-1.76991
11/18/1987,-1.76991,2.70270
11/19/1987,2.70270,-0.87719
11/20/1987,-0.87719,0.00000
11/23/1987,0.00000,2.65487
11/24/1987,2.65487,3.44828
11/25/1987,3.44828,.
11/26/1987,.,.
11/27/1987,.,1.61290
11/30/1987,1.61290,-1.58730
12/01/1987,-1.58730,-1.61290
12/02/1987,-1.61290,0.00000
12/03/1987,0.00000,0.00000
12/04/1987,0.00000,-0.81967
12/07/1987,-0.81967,0.00000
12/08/1987,0.00000,-3.30579
12/09/1987,-3.30579,5.12821
12/10/1987,5.12821,2.43902
12/11/1987,2.43902,-3.17460
12/14/1987,-3.17460,-4.09836
12/15/1987,-4.09836,-5.12821
12/16/1987,-5.12821,2.70270
12/17/1987,2.70270,-6.14035
12/18/1987,-6.14035,-2.80374
12/21/1987,-2.80374,0.00000
12/22/1987,0.00000,-3.84615
12/23/1987,-3.84615,-1.00000
12/24/1987,-1.00000,.
12/25/1987,.,.
12/28/1987,.,-2.94118
12/29/1987,-2.94118,4.04040
12/30/1987,4.04040,2.91262
12/31/1987,2.91262,.
01/01/1988,.,.
01/04/1988,.,-5.66038
01/05/1988,-5.66038,3.00000
01/06/1988,3.00000,0.97087
01/07/1988,0.97087,0.96154
01/08/1988,0.96154,8.57143
01/11/1988,8.57143,-0.87719
01/12/1988,-0.87719,-1.76991
01/13/1988,-1.76991,-0.90090
01/14/1988,-0.90090,-10.00000
01/15/1988,-10.00000,.
01/18/1988,.,.
01/19/1988,.,3.03030
01/20/1988,3.03030,-0.98039
01/21/1988,-0.98039,-2.97030
01/22/1988,-2.97030,-2.04082
01/25/1988,-2.04082,2.08333
01/26/1988,2.08333,3.06122
01/27/1988,3.06122,2.97030
01/28/1988,2.97030,0.00000
01/29/1988,0.00000,0.00000
02/01/1988,0.00000,-6.73077
02/02/1988,-6.73077,0.00000
02/03/1988,0.00000,3.09278
02/04/1988,3.09278,2.00000
02/05/1988,2.00000,0.98039
02/08/1988,0.98039,0.97087
02/09/1988,0.97087,0.00000
02/10/1988,0.00000,0.00000
02/11/1988,0.00000,1.92308
02/12/1988,1.92308,.
02/15/1988,.,.
02/16/1988,.,2.85714
02/17/1988,2.85714,-2.77778
02/18/1988,-2.77778,0.00000
02/19/1988,0.00000,-0.95238
02/22/1988,-0.95238,-2.88462
02/23/1988,-2.88462,1.98020
02/24/1988,1.98020,2.91262
02/25/1988,2.91262,-3.77358
02/26/1988,-3.77358,0.98039
02/29/1988,0.98039,0.97087
03/01/1988,0.97087,1.92308
03/02/1988,1.92308,-1.88679
03/03/1988,-1.88679,3.84615
03/04/1988,3.84615,0.00000
03/07/1988,0.00000,0.00000
03/08/1988,0.00000,1.85185
03/09/1988,1.85185,0.00000
03/10/1988,0.00000,-0.90909
03/11/1988,-0.90909,0.00000
03/14/1988,0.00000,1.83486
03/15/1988,1.83486,0.90090
03/16/1988,0.90090,0.89286
03/17/1988,0.89286,4.42478
03/18/1988,4.42478,-2.54237
03/21/1988,-2.54237,-1.73913
03/22/1988,-1.73913,-4.42478
03/23/1988,-4.42478,-2.77778
03/24/1988,-2.77778,0.95238
03/25/1988,0.95238,9.43396
03/28/1988,9.43396,-1.72414
03/29/1988,-1.72414,0.00000
03/30/1988,0.00000,1.75439
03/31/1988,1.75439,.
04/01/1988,.,.
04/04/1988,.,-2.72727
04/05/1988,-2.72727,-2.80374
04/06/1988,-2.80374,1.92308
04/07/1988,1.92308,-0.94340
04/08/1988,-0.94340,3.80952
04/11/1988,3.80952,-0.91743
04/12/1988,-0.91743,2.77778
04/13/1988,2.77778,0.00000
04/14/1988,0.00000,2.70270
04/15/1988,2.70270,6.14035
04/18/1988,6.14035,2.47934
04/19/1988,2.47934,-4.83871
04/20/1988,-4.83871,0.00000
04/21/1988,0.00000,-3.38983
04/22/1988,-3.38983,0.00000
04/25/1988,0.00000,1.75439
04/26/1988,1.75439,0.86207
04/27/1988,0.86207,0.00000
04/28/1988,0.00000,-2.56410
04/29/1988,-2.56410,1.75439
05/02/1988,1.75439,-3.44828
05/03/1988,-3.44828,0.89286
05/04/1988,0.89286,0.00000
05/05/1988,0.00000,0.88496
05/06/1988,0.88496,-5.26316
05/09/1988,-5.26316,-0.92593
05/10/1988,-0.92593,2.80374
05/11/1988,2.80374,-0.90909
05/12/1988,-0.90909,0.91743
05/13/1988,0.91743,-1.81818
05/16/1988,-1.81818,4.62963
05/17/1988,4.62963,1.76991
05/18/1988,1.76991,-0.86957
05/19/1988,-0.86957,0.00000
05/20/1988,0.00000,-2.63158
05/23/1988,-2.63158,-2.70270
05/24/1988,-2.70270,-4.62963
05/25/1988,-4.62963,-4.85437
05/26/1988,-4.85437,3.06122
05/27/1988,3.06122,.
05/30/1988,.,.
05/31/1988,.,-5.05051
06/01/1988,-5.05051,0.00000
06/02/1988,0.00000,-3.19149
06/03/1988,-3.19149,2.19780
06/06/1988,2.19780,5.37634
06/07/1988,5.37634,-2.04082
06/08/1988,-2.04082,3.12500
06/09/1988,3.12500,-6.06061
06/10/1988,-6.06061,0.00000
06/13/1988,0.00000,-4.30108
06/14/1988,-4.30108,-2.24719
06/15/1988,-2.24719,6.89655
06/16/1988,6.89655,-1.07527
06/17/1988,-1.07527,-4.34783
06/20/1988,-4.34783,0.00000
06/21/1988,0.00000,-2.27273
06/22/1988,-2.27273,-3.48837
06/23/1988,-3.48837,-1.20482
06/24/1988,-1.20482,2.43902
06/27/1988,2.43902,-2.38095
06/28/1988,-2.38095,3.65854
06/29/1988,3.65854,-5.88235
06/30/1988,-5.88235,-1.25000
07/01/1988,-1.25000,.
07/04/1988,.,.
07/05/1988,.,7.69231
07/06/1988,7.69231,-2.38095
07/07/1988,-2.38095,-3.65854
07/08/1988,-3.65854,-2.53165
07/11/1988,-2.53165,5.19481
07/12/1988,5.19481,4.93827
07/13/1988,4.93827,-7.05882
07/14/1988,-7.05882,-2.53165
07/15/1988,-2.53165,3.89610
07/18/1988,3.89610,-2.50000
07/19/1988,-2.50000,2.56410
07/20/1988,2.56410,-3.75000
07/21/1988,-3.75000,-1.29870
07/22/1988,-1.29870,-3.94737
07/25/1988,-3.94737,1.36986
07/26/1988,1.36986,-5.40541
07/27/1988,-5.40541,2.85714
07/28/1988,2.85714,1.38889
07/29/1988,1.38889,-2.73973
08/01/1988,-2.73973,-4.22535
08/02/1988,-4.22535,2.94118
08/03/1988,2.94118,-2.85714
08/04/1988,-2.85714,-4.41176
08/05/1988,-4.41176,-1.53846
08/08/1988,-1.53846,-4.68750
08/09/1988,-4.68750,8.19672
08/10/1988,8.19672,1.51515
08/11/1988,1.51515,1.49254
08/12/1988,1.49254,-1.47059
08/15/1988,-1.47059,-5.97015
08/16/1988,-5.97015,1.58730
08/17/1988,1.58730,-4.68750
08/18/1988,-4.68750,0.00000
08/19/1988,0.00000,0.00000
08/22/1988,0.00000,0.00000
08/23/1988,0.00000,0.00000
08/24/1988,0.00000,3.27869
08/25/1988,3.27869,-4.76190
08/26/1988,-4.76190,-8.33333
08/29/1988,-8.33333,-1.81818
08/30/1988,-1.81818,0.00000
08/31/1988,0.00000,5.55556
09/01/1988,5.55556,-3.50877
09/02/1988,-3.50877,.
09/05/1988,.,.
09/06/1988,.,3.84615
09/07/1988,3.84615,0.00000
09/08/1988,0.00000,-5.55556
09/09/1988,-5.55556,3.92157
09/12/1988,3.92157,1.88679
09/13/1988,1.88679,-3.70370
09/14/1988,-3.70370,0.00000
09/15/1988,0.00000,1.92308
09/16/1988,1.92308,0.00000
09/19/1988,0.00000,-1.88679
09/20/1988,-1.88679,1.92308
09/21/1988,1.92308,-3.77358
09/22/1988,-3.77358,-1.96078
09/23/1988,-1.96078,-4.00000
09/26/1988,-4.00000,2.08333
09/27/1988,2.08333,-4.08163
09/28/1988,-4.08163,-4.25532
09/29/1988,-4.25532,-2.22222
09/30/1988,-2.22222,-2.27273
10/03/1988,-2.27273,2.32558
10/04/1988,2.32558,0.00000
